Mod:Item:MetaData, Localized Name
tconstruct:pick_head:0, Thorium Pickaxe Head
tconstruct:pick_head:0, Uranium Pickaxe Head
tconstruct:pick_head:0, Magnesium Pickaxe Head
tconstruct:pick_head:0, Chocolate Pickaxe Head
tconstruct:pick_head:0, Plastic Pickaxe Head
tconstruct:pick_head:0, Pink Slime Pickaxe Head
tconstruct:pick_head:0, Reinforced Pink Slime Pickaxe Head
tconstruct:shovel_head:0, Electrical Shovel Head
tconstruct:shovel_head:0, Energetic Shovel Head
tconstruct:shovel_head:0, Vibrant Shovel Head
tconstruct:shovel_head:0, Red Shovel Head
tconstruct:shovel_head:0, Conductive Shovel Head
tconstruct:shovel_head:0, Pulsating Shovel Head
tconstruct:shovel_head:0, Dark Shovel Head
tconstruct:shovel_head:0, Souled Shovel Head
tconstruct:shovel_head:0, Shovel Head of the End
tconstruct:shovel_head:0, Fake-Iron Shovel Head
tconstruct:shovel_head:0, Wooden Shovel Head
tconstruct:shovel_head:0, Stone Shovel Head
tconstruct:shovel_head:0, Flint Shovel Head
tconstruct:shovel_head:0, Cactus Shovel Head
tconstruct:shovel_head:0, Bone Shovel Head
tconstruct:shovel_head:0, Obsidian Shovel Head
tconstruct:shovel_head:0, Prismarine Shovel Head
tconstruct:shovel_head:0, End Shovel Head
tconstruct:shovel_head:0, Paper Shovel Head
tconstruct:shovel_head:0, Sponge Shovel Head
tconstruct:shovel_head:0, Firewood Shovel Head
tconstruct:shovel_head:0, Iron Shovel Head
tconstruct:shovel_head:0, Pig Iron Shovel Head
tconstruct:shovel_head:0, Knightslime Shovel Head
tconstruct:shovel_head:0, Slime Shovel Head
tconstruct:shovel_head:0, Slime Shovel Head
tconstruct:shovel_head:0, Magma Slime Shovel Head
tconstruct:shovel_head:0, Netherrack Shovel Head
tconstruct:shovel_head:0, Cobalt Shovel Head
tconstruct:shovel_head:0, Ardite Shovel Head
tconstruct:shovel_head:0, Manyullyn Shovel Head
tconstruct:shovel_head:0, Copper Shovel Head
tconstruct:shovel_head:0, Bronze Shovel Head
tconstruct:shovel_head:0, Lead Shovel Head
tconstruct:shovel_head:0, Silver Shovel Head
tconstruct:shovel_head:0, Electrum Shovel Head
tconstruct:shovel_head:0, Steel Shovel Head
tconstruct:shovel_head:0, Magical Wooden Shovel Head
tconstruct:shovel_head:0, Evil Infused Shovel Head
tconstruct:shovel_head:0, Enchanted Shovel Head
tconstruct:shovel_head:0, Demonic Shovel Head
tconstruct:shovel_head:0, Prosperity Shard Shovel Head
tconstruct:shovel_head:0, Soulium Shovel Head
tconstruct:shovel_head:0, Base Essence Shovel Head
tconstruct:shovel_head:0, Inferium Shovel Head
tconstruct:shovel_head:0, Prudentium Shovel Head
tconstruct:shovel_head:0, Intermedium Shovel Head
tconstruct:shovel_head:0, Superium Shovel Head
tconstruct:shovel_head:0, Supremium Shovel Head
tconstruct:shovel_head:0, Boron Shovel Head
tconstruct:shovel_head:0, Tough Alloy Shovel Head
tconstruct:shovel_head:0, Hard Carbon Shovel Head
tconstruct:shovel_head:0, Boron Nitride Shovel Head
tconstruct:shovel_head:0, Thorium Shovel Head
tconstruct:shovel_head:0, Uranium Shovel Head
tconstruct:shovel_head:0, Magnesium Shovel Head
tconstruct:shovel_head:0, Chocolate Shovel Head
tconstruct:shovel_head:0, Plastic Shovel Head
tconstruct:shovel_head:0, Pink Slime Shovel Head
tconstruct:shovel_head:0, Reinforced Pink Slime Shovel Head
tconstruct:axe_head:0, Electrical Axe Head
tconstruct:axe_head:0, Energetic Axe Head
tconstruct:axe_head:0, Vibrant Axe Head
tconstruct:axe_head:0, Red Axe Head
tconstruct:axe_head:0, Conductive Axe Head
tconstruct:axe_head:0, Pulsating Axe Head
tconstruct:axe_head:0, Dark Axe Head
tconstruct:axe_head:0, Souled Axe Head
tconstruct:axe_head:0, Axe Head of the End
tconstruct:axe_head:0, Fake-Iron Axe Head
tconstruct:axe_head:0, Wooden Axe Head
tconstruct:axe_head:0, Stone Axe Head
tconstruct:axe_head:0, Flint Axe Head
tconstruct:axe_head:0, Cactus Axe Head
tconstruct:axe_head:0, Bone Axe Head
tconstruct:axe_head:0, Obsidian Axe Head
tconstruct:axe_head:0, Prismarine Axe Head
tconstruct:axe_head:0, End Axe Head
tconstruct:axe_head:0, Paper Axe Head
tconstruct:axe_head:0, Sponge Axe Head
tconstruct:axe_head:0, Firewood Axe Head
tconstruct:axe_head:0, Iron Axe Head
tconstruct:axe_head:0, Pig Iron Axe Head
tconstruct:axe_head:0, Knightslime Axe Head
tconstruct:axe_head:0, Slime Axe Head
tconstruct:axe_head:0, Slime Axe Head
tconstruct:axe_head:0, Magma Slime Axe Head
tconstruct:axe_head:0, Netherrack Axe Head
tconstruct:axe_head:0, Cobalt Axe Head
tconstruct:axe_head:0, Ardite Axe Head
tconstruct:axe_head:0, Manyullyn Axe Head
tconstruct:axe_head:0, Copper Axe Head
tconstruct:axe_head:0, Bronze Axe Head
tconstruct:axe_head:0, Lead Axe Head
tconstruct:axe_head:0, Silver Axe Head
tconstruct:axe_head:0, Electrum Axe Head
tconstruct:axe_head:0, Steel Axe Head
tconstruct:axe_head:0, Magical Wooden Axe Head
tconstruct:axe_head:0, Evil Infused Axe Head
tconstruct:axe_head:0, Enchanted Axe Head
tconstruct:axe_head:0, Demonic Axe Head
tconstruct:axe_head:0, Prosperity Shard Axe Head
tconstruct:axe_head:0, Soulium Axe Head
tconstruct:axe_head:0, Base Essence Axe Head
tconstruct:axe_head:0, Inferium Axe Head
tconstruct:axe_head:0, Prudentium Axe Head
tconstruct:axe_head:0, Intermedium Axe Head
tconstruct:axe_head:0, Superium Axe Head
tconstruct:axe_head:0, Supremium Axe Head
tconstruct:axe_head:0, Boron Axe Head
tconstruct:axe_head:0, Tough Alloy Axe Head
tconstruct:axe_head:0, Hard Carbon Axe Head
tconstruct:axe_head:0, Boron Nitride Axe Head
tconstruct:axe_head:0, Thorium Axe Head
tconstruct:axe_head:0, Uranium Axe Head
tconstruct:axe_head:0, Magnesium Axe Head
tconstruct:axe_head:0, Chocolate Axe Head
tconstruct:axe_head:0, Plastic Axe Head
tconstruct:axe_head:0, Pink Slime Axe Head
tconstruct:axe_head:0, Reinforced Pink Slime Axe Head
tconstruct:broad_axe_head:0, Electrical Broad Axe Head
tconstruct:broad_axe_head:0, Energetic Broad Axe Head
tconstruct:broad_axe_head:0, Vibrant Broad Axe Head
tconstruct:broad_axe_head:0, Red Broad Axe Head
tconstruct:broad_axe_head:0, Conductive Broad Axe Head
tconstruct:broad_axe_head:0, Pulsating Broad Axe Head
tconstruct:broad_axe_head:0, Dark Broad Axe Head
tconstruct:broad_axe_head:0, Souled Broad Axe Head
tconstruct:broad_axe_head:0, Broad Axe Head of the End
tconstruct:broad_axe_head:0, Fake-Iron Broad Axe Head
tconstruct:broad_axe_head:0, Wooden Broad Axe Head
tconstruct:broad_axe_head:0, Stone Broad Axe Head
tconstruct:broad_axe_head:0, Flint Broad Axe Head
tconstruct:broad_axe_head:0, Cactus Broad Axe Head
tconstruct:broad_axe_head:0, Bone Broad Axe Head
tconstruct:broad_axe_head:0, Obsidian Broad Axe Head
tconstruct:broad_axe_head:0, Prismarine Broad Axe Head
tconstruct:broad_axe_head:0, End Broad Axe Head
tconstruct:broad_axe_head:0, Paper Broad Axe Head
tconstruct:broad_axe_head:0, Sponge Broad Axe Head
tconstruct:broad_axe_head:0, Firewood Broad Axe Head
tconstruct:broad_axe_head:0, Iron Broad Axe Head
tconstruct:broad_axe_head:0, Pig Iron Broad Axe Head
tconstruct:broad_axe_head:0, Knightslime Broad Axe Head
tconstruct:broad_axe_head:0, Slime Broad Axe Head
tconstruct:broad_axe_head:0, Slime Broad Axe Head
tconstruct:broad_axe_head:0, Magma Slime Broad Axe Head
tconstruct:broad_axe_head:0, Netherrack Broad Axe Head
tconstruct:broad_axe_head:0, Cobalt Broad Axe Head
tconstruct:broad_axe_head:0, Ardite Broad Axe Head
tconstruct:broad_axe_head:0, Manyullyn Broad Axe Head
tconstruct:broad_axe_head:0, Copper Broad Axe Head
tconstruct:broad_axe_head:0, Bronze Broad Axe Head
tconstruct:broad_axe_head:0, Lead Broad Axe Head
tconstruct:broad_axe_head:0, Silver Broad Axe Head
tconstruct:broad_axe_head:0, Electrum Broad Axe Head
tconstruct:broad_axe_head:0, Steel Broad Axe Head
tconstruct:broad_axe_head:0, Magical Wooden Broad Axe Head
tconstruct:broad_axe_head:0, Evil Infused Broad Axe Head
tconstruct:broad_axe_head:0, Enchanted Broad Axe Head
tconstruct:broad_axe_head:0, Demonic Broad Axe Head
tconstruct:broad_axe_head:0, Prosperity Shard Broad Axe Head
tconstruct:broad_axe_head:0, Soulium Broad Axe Head
tconstruct:broad_axe_head:0, Base Essence Broad Axe Head
tconstruct:broad_axe_head:0, Inferium Broad Axe Head
tconstruct:broad_axe_head:0, Prudentium Broad Axe Head
tconstruct:broad_axe_head:0, Intermedium Broad Axe Head
tconstruct:broad_axe_head:0, Superium Broad Axe Head
tconstruct:broad_axe_head:0, Supremium Broad Axe Head
tconstruct:broad_axe_head:0, Boron Broad Axe Head
tconstruct:broad_axe_head:0, Tough Alloy Broad Axe Head
tconstruct:broad_axe_head:0, Hard Carbon Broad Axe Head
tconstruct:broad_axe_head:0, Boron Nitride Broad Axe Head
tconstruct:broad_axe_head:0, Thorium Broad Axe Head
tconstruct:broad_axe_head:0, Uranium Broad Axe Head
tconstruct:broad_axe_head:0, Magnesium Broad Axe Head
tconstruct:broad_axe_head:0, Chocolate Broad Axe Head
tconstruct:broad_axe_head:0, Plastic Broad Axe Head
tconstruct:broad_axe_head:0, Pink Slime Broad Axe Head
tconstruct:broad_axe_head:0, Reinforced Pink Slime Broad Axe Head
tconstruct:sword_blade:0, Electrical Sword Blade
tconstruct:sword_blade:0, Energetic Sword Blade
tconstruct:sword_blade:0, Vibrant Sword Blade
tconstruct:sword_blade:0, Red Sword Blade
tconstruct:sword_blade:0, Conductive Sword Blade
tconstruct:sword_blade:0, Pulsating Sword Blade
tconstruct:sword_blade:0, Dark Sword Blade
tconstruct:sword_blade:0, Souled Sword Blade
tconstruct:sword_blade:0, Sword Blade of the End
tconstruct:sword_blade:0, Fake-Iron Sword Blade
tconstruct:sword_blade:0, Wooden Sword Blade
tconstruct:sword_blade:0, Stone Sword Blade
tconstruct:sword_blade:0, Flint Sword Blade
tconstruct:sword_blade:0, Cactus Sword Blade
tconstruct:sword_blade:0, Bone Sword Blade
tconstruct:sword_blade:0, Obsidian Sword Blade
tconstruct:sword_blade:0, Prismarine Sword Blade
tconstruct:sword_blade:0, End Sword Blade
tconstruct:sword_blade:0, Paper Sword Blade
tconstruct:sword_blade:0, Sponge Sword Blade
tconstruct:sword_blade:0, Firewood Sword Blade
tconstruct:sword_blade:0, Iron Sword Blade
tconstruct:sword_blade:0, Pig Iron Sword Blade
tconstruct:sword_blade:0, Knightslime Sword Blade
tconstruct:sword_blade:0, Slime Sword Blade
tconstruct:sword_blade:0, Slime Sword Blade
tconstruct:sword_blade:0, Magma Slime Sword Blade
tconstruct:sword_blade:0, Netherrack Sword Blade
tconstruct:sword_blade:0, Cobalt Sword Blade
tconstruct:sword_blade:0, Ardite Sword Blade
tconstruct:sword_blade:0, Manyullyn Sword Blade
tconstruct:sword_blade:0, Copper Sword Blade
tconstruct:sword_blade:0, Bronze Sword Blade
tconstruct:sword_blade:0, Lead Sword Blade
tconstruct:sword_blade:0, Silver Sword Blade
tconstruct:sword_blade:0, Electrum Sword Blade
tconstruct:sword_blade:0, Steel Sword Blade
tconstruct:sword_blade:0, Magical Wooden Sword Blade
tconstruct:sword_blade:0, Evil Infused Sword Blade
tconstruct:sword_blade:0, Enchanted Sword Blade
tconstruct:sword_blade:0, Demonic Sword Blade
tconstruct:sword_blade:0, Prosperity Shard Sword Blade
tconstruct:sword_blade:0, Soulium Sword Blade
tconstruct:sword_blade:0, Base Essence Sword Blade
tconstruct:sword_blade:0, Inferium Sword Blade
tconstruct:sword_blade:0, Prudentium Sword Blade
tconstruct:sword_blade:0, Intermedium Sword Blade
tconstruct:sword_blade:0, Superium Sword Blade
tconstruct:sword_blade:0, Supremium Sword Blade
tconstruct:sword_blade:0, Boron Sword Blade
tconstruct:sword_blade:0, Tough Alloy Sword Blade
tconstruct:sword_blade:0, Hard Carbon Sword Blade
tconstruct:sword_blade:0, Boron Nitride Sword Blade
tconstruct:sword_blade:0, Thorium Sword Blade
tconstruct:sword_blade:0, Uranium Sword Blade
tconstruct:sword_blade:0, Magnesium Sword Blade
tconstruct:sword_blade:0, Chocolate Sword Blade
tconstruct:sword_blade:0, Plastic Sword Blade
tconstruct:sword_blade:0, Pink Slime Sword Blade
tconstruct:sword_blade:0, Reinforced Pink Slime Sword Blade
tconstruct:large_sword_blade:0, Electrical Large Sword Blade
tconstruct:large_sword_blade:0, Energetic Large Sword Blade
tconstruct:large_sword_blade:0, Vibrant Large Sword Blade
tconstruct:large_sword_blade:0, Red Large Sword Blade
tconstruct:large_sword_blade:0, Conductive Large Sword Blade
tconstruct:large_sword_blade:0, Pulsating Large Sword Blade
tconstruct:large_sword_blade:0, Dark Large Sword Blade
tconstruct:large_sword_blade:0, Souled Large Sword Blade
tconstruct:large_sword_blade:0, Large Sword Blade of the End
tconstruct:large_sword_blade:0, Fake-Iron Large Sword Blade
tconstruct:large_sword_blade:0, Wooden Large Sword Blade
tconstruct:large_sword_blade:0, Stone Large Sword Blade
tconstruct:large_sword_blade:0, Flint Large Sword Blade
tconstruct:large_sword_blade:0, Cactus Large Sword Blade
tconstruct:large_sword_blade:0, Bone Large Sword Blade
tconstruct:large_sword_blade:0, Obsidian Large Sword Blade
tconstruct:large_sword_blade:0, Prismarine Large Sword Blade
tconstruct:large_sword_blade:0, End Large Sword Blade
tconstruct:large_sword_blade:0, Paper Large Sword Blade
tconstruct:large_sword_blade:0, Sponge Large Sword Blade
tconstruct:large_sword_blade:0, Firewood Large Sword Blade
tconstruct:large_sword_blade:0, Iron Large Sword Blade
tconstruct:large_sword_blade:0, Pig Iron Large Sword Blade
tconstruct:large_sword_blade:0, Knightslime Large Sword Blade
tconstruct:large_sword_blade:0, Slime Large Sword Blade
tconstruct:large_sword_blade:0, Slime Large Sword Blade
tconstruct:large_sword_blade:0, Magma Slime Large Sword Blade
tconstruct:large_sword_blade:0, Netherrack Large Sword Blade
tconstruct:large_sword_blade:0, Cobalt Large Sword Blade
tconstruct:large_sword_blade:0, Ardite Large Sword Blade
tconstruct:large_sword_blade:0, Manyullyn Large Sword Blade
tconstruct:large_sword_blade:0, Copper Large Sword Blade
tconstruct:large_sword_blade:0, Bronze Large Sword Blade
tconstruct:large_sword_blade:0, Lead Large Sword Blade
tconstruct:large_sword_blade:0, Silver Large Sword Blade
tconstruct:large_sword_blade:0, Electrum Large Sword Blade
tconstruct:large_sword_blade:0, Steel Large Sword Blade
tconstruct:large_sword_blade:0, Magical Wooden Large Sword Blade
tconstruct:large_sword_blade:0, Evil Infused Large Sword Blade
tconstruct:large_sword_blade:0, Enchanted Large Sword Blade
tconstruct:large_sword_blade:0, Demonic Large Sword Blade
tconstruct:large_sword_blade:0, Prosperity Shard Large Sword Blade
tconstruct:large_sword_blade:0, Soulium Large Sword Blade
tconstruct:large_sword_blade:0, Base Essence Large Sword Blade
tconstruct:large_sword_blade:0, Inferium Large Sword Blade
tconstruct:large_sword_blade:0, Prudentium Large Sword Blade
tconstruct:large_sword_blade:0, Intermedium Large Sword Blade
tconstruct:large_sword_blade:0, Superium Large Sword Blade
tconstruct:large_sword_blade:0, Supremium Large Sword Blade
tconstruct:large_sword_blade:0, Boron Large Sword Blade
tconstruct:large_sword_blade:0, Tough Alloy Large Sword Blade
tconstruct:large_sword_blade:0, Hard Carbon Large Sword Blade
tconstruct:large_sword_blade:0, Boron Nitride Large Sword Blade
tconstruct:large_sword_blade:0, Thorium Large Sword Blade
tconstruct:large_sword_blade:0, Uranium Large Sword Blade
tconstruct:large_sword_blade:0, Magnesium Large Sword Blade
tconstruct:large_sword_blade:0, Chocolate Large Sword Blade
tconstruct:large_sword_blade:0, Plastic Large Sword Blade
tconstruct:large_sword_blade:0, Pink Slime Large Sword Blade
tconstruct:large_sword_blade:0, Reinforced Pink Slime Large Sword Blade
tconstruct:hammer_head:0, Electrical Hammer Head
tconstruct:hammer_head:0, Energetic Hammer Head
tconstruct:hammer_head:0, Vibrant Hammer Head
tconstruct:hammer_head:0, Red Hammer Head
tconstruct:hammer_head:0, Conductive Hammer Head
tconstruct:hammer_head:0, Pulsating Hammer Head
tconstruct:hammer_head:0, Dark Hammer Head
tconstruct:hammer_head:0, Souled Hammer Head
tconstruct:hammer_head:0, Hammer Head of the End
tconstruct:hammer_head:0, Fake-Iron Hammer Head
tconstruct:hammer_head:0, Wooden Hammer Head
tconstruct:hammer_head:0, Stone Hammer Head
tconstruct:hammer_head:0, Flint Hammer Head
tconstruct:hammer_head:0, Cactus Hammer Head
tconstruct:hammer_head:0, Bone Hammer Head
tconstruct:hammer_head:0, Obsidian Hammer Head
tconstruct:hammer_head:0, Prismarine Hammer Head
tconstruct:hammer_head:0, End Hammer Head
tconstruct:hammer_head:0, Paper Hammer Head
tconstruct:hammer_head:0, Sponge Hammer Head
tconstruct:hammer_head:0, Firewood Hammer Head
tconstruct:hammer_head:0, Iron Hammer Head
tconstruct:hammer_head:0, Pig Iron Hammer Head
tconstruct:hammer_head:0, Knightslime Hammer Head
tconstruct:hammer_head:0, Slime Hammer Head
tconstruct:hammer_head:0, Slime Hammer Head
tconstruct:hammer_head:0, Magma Slime Hammer Head
tconstruct:hammer_head:0, Netherrack Hammer Head
tconstruct:hammer_head:0, Cobalt Hammer Head
tconstruct:hammer_head:0, Ardite Hammer Head
tconstruct:hammer_head:0, Manyullyn Hammer Head
tconstruct:hammer_head:0, Copper Hammer Head
tconstruct:hammer_head:0, Bronze Hammer Head
tconstruct:hammer_head:0, Lead Hammer Head
tconstruct:hammer_head:0, Silver Hammer Head
tconstruct:hammer_head:0, Electrum Hammer Head
tconstruct:hammer_head:0, Steel Hammer Head
tconstruct:hammer_head:0, Magical Wooden Hammer Head
tconstruct:hammer_head:0, Evil Infused Hammer Head
tconstruct:hammer_head:0, Enchanted Hammer Head
tconstruct:hammer_head:0, Demonic Hammer Head
tconstruct:hammer_head:0, Prosperity Shard Hammer Head
tconstruct:hammer_head:0, Soulium Hammer Head
tconstruct:hammer_head:0, Base Essence Hammer Head
tconstruct:hammer_head:0, Inferium Hammer Head
tconstruct:hammer_head:0, Prudentium Hammer Head
tconstruct:hammer_head:0, Intermedium Hammer Head
tconstruct:hammer_head:0, Superium Hammer Head
tconstruct:hammer_head:0, Supremium Hammer Head
tconstruct:hammer_head:0, Boron Hammer Head
tconstruct:hammer_head:0, Tough Alloy Hammer Head
tconstruct:hammer_head:0, Hard Carbon Hammer Head
tconstruct:hammer_head:0, Boron Nitride Hammer Head
tconstruct:hammer_head:0, Thorium Hammer Head
tconstruct:hammer_head:0, Uranium Hammer Head
tconstruct:hammer_head:0, Magnesium Hammer Head
tconstruct:hammer_head:0, Chocolate Hammer Head
tconstruct:hammer_head:0, Plastic Hammer Head
tconstruct:hammer_head:0, Pink Slime Hammer Head
tconstruct:hammer_head:0, Reinforced Pink Slime Hammer Head
tconstruct:excavator_head:0, Electrical Excavator Head
tconstruct:excavator_head:0, Energetic Excavator Head
tconstruct:excavator_head:0, Vibrant Excavator Head
tconstruct:excavator_head:0, Red Excavator Head
tconstruct:excavator_head:0, Conductive Excavator Head
tconstruct:excavator_head:0, Pulsating Excavator Head
tconstruct:excavator_head:0, Dark Excavator Head
tconstruct:excavator_head:0, Souled Excavator Head
tconstruct:excavator_head:0, Excavator Head of the End
tconstruct:excavator_head:0, Fake-Iron Excavator Head
tconstruct:excavator_head:0, Wooden Excavator Head
tconstruct:excavator_head:0, Stone Excavator Head
tconstruct:excavator_head:0, Flint Excavator Head
tconstruct:excavator_head:0, Cactus Excavator Head
tconstruct:excavator_head:0, Bone Excavator Head
tconstruct:excavator_head:0, Obsidian Excavator Head
tconstruct:excavator_head:0, Prismarine Excavator Head
tconstruct:excavator_head:0, End Excavator Head
tconstruct:excavator_head:0, Paper Excavator Head
tconstruct:excavator_head:0, Sponge Excavator Head
tconstruct:excavator_head:0, Firewood Excavator Head
